4.450488e+15, 3.879835e-23
5.627538e+15, 2.023590e-23
7.115891e+15, 9.376338e-24
8.892924e+15, 4.609388e-24
1.124490e+16, 2.265965e-24
1.405305e+16, 1.113944e-24
1.776976e+16, 5.161477e-25
2.246945e+16, 2.613567e-25
2.841209e+16, 1.284824e-25
3.550737e+16, 6.701202e-26
4.437453e+16, 3.495118e-26
5.611056e+16, 1.619469e-26
7.095049e+16, 8.961505e-27
8.866877e+16, 4.405457e-27
1.121196e+17, 2.230748e-27
1.401189e+17, 1.198420e-27
1.771771e+17, 5.891409e-28
2.240363e+17, 2.729795e-28
2.832887e+17, 1.382259e-28
3.540337e+17, 5.523985e-29
4.476673e+17, 2.636409e-29
5.594621e+17, 1.221585e-29
7.074268e+17, 5.830208e-30
8.945247e+17, 2.622680e-30
1.117912e+18, 1.179795e-30
1.413574e+18, 5.799846e-31
1.787431e+18, 2.851192e-31
2.233802e+18, 1.395197e-31
2.791643e+18, 6.121362e-32
3.529967e+18, 2.836344e-32
4.463562e+18, 1.154341e-32
5.644070e+18, 7.060386e-33
7.053548e+18, 3.906940e-33
8.919047e+18, 2.098918e-33
1.114638e+19, 1.161459e-33
